,percent
37613,5%
37614,25%
37615,70%
37616,6percent
37617,0.5percent
37618,6.6percent
37619,6.27percent
37620,56percent
37621,25percent
37622,4percent
37623,15percent
37624,25percent
37625,Thepercent
37626,33percent
37627,40percent
37628,0.3percent
37629,1.6percent
37630,0.2percent
37631,1percent
37632,0.3percent
37633,0.7percent
37634,4percent
37635,9%
37636,43%
37637,debtpercent
37638,10%
37639,50%
37640,70%
37641,46%
37642,98%
37643,91%
37644,2%
37645,50percent
37646,70percent
37647,1.5percent
37648,27percent
37649,63percent
37650,12percent
37651,2percent
37652,20percent
37653,4%
37654,20percent
37655,13percent
37656,18percent
37657,13percent
37658,24percent
37659,36percent
37660,36percent
37661,30%
37662,5%
37663,19%
37664,1.43%
37665,98%
37666,91%
37667,29%
37668,32%
37669,13%
37670,90%
37671,90%
37672,75%
37673,20%
37674,69.5%
37675,25%
37676,25%
37677,100%
37678,68%
37679,2.1%
37680,1.6%
37681,9.1%
37682,loanpercent
37683,lowerpercent
37684,0.2%
37685,0.1%
37686,0.1%
37687,2%
37688,phenomenonpercent
37689,hugepercent
37690,higherpercent
37691,10%
37692,73%
37693,35%
37694,40%
37695,6%
37696,1%
37697,30%
37698,15%
37699,30%
37700,6%
37701,halfpercentage point
37702,3%
37703,95%
37704,78%
37705,86%
37706,58%
37707,smallerpercent
37708,2.72%
37709,3.61%
37710,jobpercent
37711,8.9%
37712,15.0%
37713,3%
37714,8%
37715,14%
37716,9percent
37717,6percent
37718,highpercent
37719,30percent
37720,largepercent
37721,utilizationpercent
37722,10percent
37723,15percent
37724,25percent
37725,15percent
37726,5percent
37727,9.5%
37728,12.7%
37729,18%
37730,2.3%
37731,6%
37732,5%
37733,90%
37734,16%
37735,55%
37736,25.2%
37737,4.1%
37738,16%
37739,4.9%
37740,2percent
37741,15percent
37742,15percent
37743,2percent
37744,2percent
37745,5.2percent
37746,5.8percent
37747,6.7percent
37748,1percent
37749,2percent
37750,1percent
37751,2percent
37752,2percent
37753,2percent
37754,2percent
37755,2percent
37756,halfpercentage point
37757,2percent
37758,2percent
37759,2percent
37760,1%
37761,10%
37762,2.0percent
37763,1.8percent
37764,2percent
37765,2%
37766,75%
37767,50%
37768,75%
37769,50%
37770,25%
37771,75%
37772,50%
37773,25%
37774,12.5%
37775,87.5%
37776,90%
37777,99%
37778,25%
37779,5%
37780,30%
37781,2.5%
37782,10%
37783,significantpercent
37784,80%
37785,50%
37786,50%
37787,1%
37788,95%
37789,50%
37790,1%
37791,2014percent
37792,16%
37793,4.9%
37794,61.9%
37795,56.3%
37796,67.7%
37797,12.5%
37798,17.4%
37799,7%
37800,4.1%
37801,16.0%
37802,5.4%
37803,16%
37804,4.9%
37805,4.8%
37806,9.8%
37807,5.4%
37808,1.6%
37809,2.6%
37810,3%
37811,61.9%
37812,68%
37813,5.4percent
37814,2.4percent
37815,1.3percent
37816,16.0percent
37817,2.0percent
37818,15.9percent
37819,4.6percent
37820,1percent
37821,3.0percent
37822,0.2%
37823,0.1%
37824,0.2%
37825,0.1%
37826,1.2%
37827,1.3%
37828,30%
37829,75%
37830,4.1%
37831,2.0%
37832,2%
37833,10%
37834,20%
37835,1%
37836,1%
37837,1%
37838,7%
37839,1%
37840,40%
37841,7.2%
37842,25%
37843,4%
37844,0.2%
37845,1.1%
37846,15percent
37847,7.2%
37848,10%
37849,0.2%
37850,0.2%
37851,0.5%
37852,0.07%
37853,0.23%
37854,0.1%
37855,0.5%
37856,120percent
37857,10percent
37858,10percent
37859,20percent
37860,49percent
37861,23percent
37862,9.3percent
37863,15.7percent
37864,41percent
37865,31percent
37866,32%
37867,3.5percent
37868,1%
37869,10%
37870,17%
37871,4%
37872,2.4%
37873,50%
37874,100%
37875,10%
37876,10%
37877,50%
37878,2.3%
37879,8%
37880,1%
37881,3%
37882,50%
37883,1.75%
37884,7.7%
37885,25%
37886,0.6%
37887,0.7%
37888,50%
37889,99%
37890,17%
37891,30%
37892,16.35%
37893,60percent
37894,plotpercent
37895,9percent
37896,6.5percent
37897,1.0%
37898,3.5%
37899,1.5%
37900,99percent
37901,330%
37902,5%
37903,10%
37904,1%
37905,1%
37906,8%
37907,55%
37908,40%
37909,16%
37910,0.3%
37911,0.6%
37912,55%
37913,25%
37914,10%
37915,54%
37916,Forty-sixpercent
37917,Twenty-eightpercent
37918,9%
37919,1%
37920,5.1percent
37921,4.1percent
37922,0.1%
37923,1.6%
37924,0.1%
37925,1.6%
37926,1%
37927,2%
37928,10%
37929,3.1percent
37930,70percent
37931,62percent
37932,single-digitpercent
37933,12%
37934,1%
37935,2.2%
37936,10%
37937,6%
37938,2%
37939,3%
37940,2.7%
37941,2%
37942,1.5%
37943,0.4%
37944,5percent
37945,7.5percent
37946,2%
37947,1%
37948,16%
37949,55%
37950,0.5%
37951,10%
37952,6.9percent
37953,1.3percent
37954,3.4percent
37955,2.3percent
37956,1.6percent
37957,2.5percent
37958,6.1percent
37959,6.5percent
37960,1.9percent
37961,5.5percent
37962,6.2percent
37963,6.1percent
37964,6.5percent
37965,5percent
37966,85%
37967,0.4%
37968,0.5%
37969,1.2%
37970,0.8%
37971,1.0%
37972,2.1%
37973,1.1%
37974,0.5%
37975,1.8%
37976,3.6%
37977,247%
37978,7%
37979,5%
37980,60%
37981,1%
37982,30%
37983,47%
37984,37%
37985,92%
37986,0.3%
37987,6.5%
37988,96%
37989,0.4%
37990,12.7%
37991,0.2%
37992,5.7%
37993,12.1%
37994,0.7%
37995,4.8%
37996,halfpercentage point
37997,2percent
37998,5.2%
37999,2.8%
38000,6.04%
38001,0.6%
38002,5.2%
38003,2.25%
38004,3.5%
38005,Payrolls%
38006,payrollpercent
38007,17%
38008,1500%
38009,43%
38010,20%
38011,15%
38012,13%
38013,12%
38014,50%
38015,0.5%
38016,9.8%
38017,52%
38018,19%
38019,5percent
38020,4percent
38021,2percent
38022,26.2%
38023,highpercent
38024,20%
38025,2%
38026,2percent
38027,1.3%
38028,1%
38029,72%
38030,5.1%
38031,4.1%
38032,0.8%
38033,1%
38034,10.7%
38035,2.2%
38036,20%
38037,50%
38038,9%
38039,4.2%
38040,3.3%
38041,1%
38042,32.4%
38043,31.6%
38044,9.8%
38045,41%
38046,60percent
38047,35%
38048,3%
38049,1.2%
38050,5%
38051,4%
38052,2%
38053,27%
38054,2.76%
38055,3%
38056,50%
38057,2%
38058,55%
38059,11%
38060,3%
38061,24%
38062,1.15percent
38063,0.43percent
38064,9%
38065,8%
38066,6percent
38067,19percent
38068,39percent
38069,2.88%
38070,7.5%
38071,3.5%
38072,13%
38073,30%
38074,30%
38075,2%
38076,5%
38077,60%
38078,1500%
38079,43%
38080,0.5percentage point
38081,2.9%
38082,2.5%
38083,exchangepercent
38084,exactpercent
38085,7%
38086,10%
38087,8%
38088,7%
38089,3%
38090,0.5%
38091,3%
38092,1.5%
38093,2.5%
38094,4%
38095,1.9%
38096,9.6%
38097,9.9%
38098,0.5%
38099,0.2%
38100,0.1%
38101,0.1%
38102,0.8%
38103,7.7%
38104,90%
38105,98%
38106,91%
38107,56percent
38108,45percent
38109,28percent
38110,1.2percent
38111,2.7percent
38112,41.9percent
38113,39.8percent
38114,30%
38115,2%
38116,79%
38117,17%
38118,98%
38119,10%
38120,90%
38121,3.5%
38122,1.7percentage point
38123,50%
38124,200%
38125,40%
38126,54%
38127,0.25%
38128,60%
38129,3%
38130,60%
38131,10%
38132,5%
38133,16.4%
38134,26.6%
38135,2%
38136,1.5percent
38137,20percent
38138,25percent
38139,40percent
38140,40percent
38141,significantpercent
38142,14%
38143,6%
38144,2%
38145,79%
38146,17%
38147,98%
38148,10%
38149,90%
38150,71%
38151,61%
38152,15%
38153,1.3%
38154,6%
38155,3.6%
38156,51percent
38157,72percent
38158,largerpercent
38159,25%
38160,20%
38161,4%
38162,11%
38163,74%
38164,30%
38165,33percent
38166,ratepercent
38167,lowerpercent
38168,7percent
38169,1percent
38170,16percent
38171,9%
38172,2%
38173,9%
38174,7%
38175,50%
38176,30%
38177,3%
38178,20%
38179,30%
38180,40%
38181,10%
38182,35%
38183,15%
38184,5%
38185,5%
38186,10%
38187,6%
38188,0.8%
38189,10%
38190,1%
38191,1%
38192,one-percent
38193,30%
38194,30%
38195,1.0%
38196,1.4%
38197,3.3%
38198,3.8%
38199,0.4%
38200,1.9%
38201,4.21%
38202,4.29%
38203,4.63%
38204,2.97%
38205,3.33%
38206,0.7%
38207,2.1%
38208,1.8%
38209,6.5%
38210,6.2%
38211,1.4%
38212,10.75%
38213,1.5%
38214,2.2%
38215,5.65%
38216,2.7%
38217,4.6%
38218,4.7%
38219,4.8%
38220,3.25%
38221,2.1%
38222,30%
38223,20%
38224,10%
38225,40%
38226,60%
38227,10%
38228,0%
38229,40%
38230,10%
38231,0%
38232,40%
38233,0%
38234,0%
38235,0%
38236,60%
38237,55%
38238,100%
38239,55%
38240,80%
38241,51%
38242,65%
38243,80%
38244,55%
38245,55%
38246,25%
38247,30%
38248,60%
38249,70%
38250,0.82%
38251,70%
38252,100%
38253,75%
38254,462%
38255,271%
38256,285%
38257,60%
38258,48%
38259,73%
38260,2%
38261,15.4%
38262,54.4%
38263,30%
38264,50%
38265,1.6%
38266,5.5%
38267,0.7%
38268,2.2%
38269,3.2%
38270,2.5%
38271,0.7%
38272,0.8%
38273,0.7%
38274,10.75%
38275,0.4%
38276,1%
38277,9%
38278,0.19%
38279,0.80%
38280,0.45%
38281,1.75%
38282,9.6%
38283,9.9%
38284,9%
38285,30%
38286,5%
38287,1.4%
38288,3%
38289,55%
38290,1.8percent
38291,2.4percent
38292,14%
38293,13.7%
38294,3.5%
38295,4.4%
38296,16.3%
38297,2%
38298,6%
38299,18.7%
38300,4.5%
38301,5.1%
38302,16.3%
38303,28.2%
38304,18.7%
38305,7.6%
38306,9%
38307,3%
38308,39.8%
38309,63.0%
38310,39.8%
38311,41.1percentage point
38312,80.9%
38313,1.2%
38314,20.2%
38315,16percent
38316,16%
38317,23%
38318,19%
38319,32%
38320,11%
38321,44%
38322,62%
38323,20%
38324,11%
38325,80%
38326,0.19%
38327,1.75%
38328,3%
38329,1%
38330,2%
38331,85percent
38332,57%
38333,20%
38334,99%
38335,83%
38336,8percent
38337,15percent
38338,16percent
38339,16percent
38340,20percent
38341,1.7percent
38342,8percent
38343,15percent
38344,20percent
38345,1%
38346,1%
38347,20%
38348,2.8%
38349,1.6%
38350,2.2%
38351,5%
38352,57%
38353,30%
38354,2%
38355,10%
38356,90%
38357,40%
38358,90%
38359,24%
38360,40%
38361,17%
38362,31%
38363,80%
38364,15%
38365,70%
38366,5%
38367,11%
38368,8%
38369,7%
38370,70percent
38371,40%
38372,80%
38373,23%
38374,18%
38375,fivepercent
38376,sevenpercent
38377,40percent
38378,33percent
38379,36percent
38380,showpercent
38381,85%
38382,83%
38383,5%
38384,3%
38385,2%
38386,31%
38387,25%
38388,56%
38389,20%
38390,30percent
38391,5percent
38392,4.8percent
38393,25.4%
38394,22.2percent
38395,28.4percent
38396,26.5%
38397,28.8%
38398,0.75%
38399,13.42%
38400,14%
38401,64%
38402,21.5percent
38403,20.8percent
38404,22.6percent
38405,23.4percent
38406,13.9percent
38407,12.5percent
38408,32.5percent
38409,32.7percent
38410,Thepercent
38411,16.3percent
38412,17.0percent
38413,13.3percent
38414,12.2percent
38415,13.3percent
38416,15.1percent
38417,20.6percent
38418,19.0percent
38419,16.6percent
38420,15.4percent
38421,13.9percent
38422,13.1percent
38423,50%
38424,22%
38425,0.75%
38426,13.42%
38427,0.6%
38428,13.4%
38429,0.8%
38430,0.3%
38431,1.2%
38432,1%
38433,0.1%
38434,0.1%
38435,6%
38436,1%
38437,6%
38438,14%
38439,0.75%
38440,13.42%
38441,0.8%
38442,0.3%
38443,2.04%
38444,1.44%
38445,0.81%
38446,4.4%
38447,4.6%
38448,90percent
38449,56percent
38450,66percent
38451,30percent
38452,49percent
38453,25percent
38454,0.40percent
38455,0.48percent
38456,130percent
38457,4.4%
38458,4.6%
38459,4.6%
38460,16.5%
38461,threepercent
38462,13.3%
38463,13.5%
38464,0.7%
38465,0.4%
38466,2%
38467,0.4%
38468,0.3%
38469,0.5%
38470,2%
38471,4%
38472,50%
38473,30percent
38474,74.8%
38475,19.0%
38476,2%
38477,2.1%
38478,13.6%
38479,50%
38480,50%
38481,95%
38482,0.1%
38483,0.2%
38484,2.67%
38485,0.4%
38486,0.5%
38487,9.6%
38488,3.4%
38489,1.3%
38490,98%
38491,25percent
38492,10percent
38493,10percent
38494,25percent
38495,39.6percent
38496,1.3%
38497,2.5%
38498,3%
38499,15%
38500,5%
38501,51%
38502,3%
38503,4.00%
38504,2.70%
38505,4.5%
38506,123.7%
38507,13.4%
38508,17.4percent
38509,71%
38510,45%
38511,28%
38512,35%
38513,6.4%
38514,9.0%
38515,8.7%
38516,9.7%
38517,8.6%
38518,2.5%
38519,1.2%
38520,0.3%
38521,0.0%
38522,19percent
38523,9.6%
38524,3.4%
38525,3.8%
38526,7%
38527,0.82%
38528,1.5%
38529,5%
38530,5%
38531,3%
38532,14%
38533,5%
38534,4percent
38535,20percent
38536,10percent
38537,3.10%
38538,0.35%
38539,1%
38540,3%
38541,5%
38542,3%
38543,higherpercent
38544,18.7%
38545,6.50%
38546,6.4%
38547,5.7%
38548,onepercentage point
38549,3.4%
38550,7.0%
38551,3.9%
38552,15%
38553,10.75%
38554,40%
38555,18.5%
38556,3.4%
38557,14%
38558,0.54%
38559,0.35%
38560,8.5percent
38561,4.53percent
38562,11.4percent
38563,3.5percent
38564,75percent
38565,5percent
38566,18.5%
38567,6%
38568,8%
38569,fivepercent
38570,15percent
38571,0.5%
38572,0.35%
38573,0.16%
38574,0.37%
38575,0.9%
38576,3%
38577,1%
38578,2%
38579,67%
38580,97%
38581,50%
38582,11.8%
38583,11.7%
38584,9.11%
38585,overallpercent
38586,thoughpercent
38587,5.1%
38588,9.6%
38589,9.9%
38590,1.7%
38591,0.2%
38592,25%
38593,7%
38594,5.2%
38595,40%
38596,1%
38597,10%
38598,30%
38599,lowpercent
38600,40%
38601,1500%
38602,10%
38603,80%
38604,24.9%
38605,0.8%
38606,63percent
38607,5.2%
38608,17.4%
38609,8.8%
38610,9.2%
38611,10%
38612,1%
38613,0.1%
38614,75%
38615,80%
38616,65%
38617,3%
38618,3%
38619,threepercent
38620,21%
38621,6.2%
38622,0.7%
38623,41%
38624,30%
38625,3.5%
38626,20%
38627,0.1%
38628,2.65%
38629,1.0%
38630,8%
38631,70%
38632,1.0%
38633,1.7%
38634,1.7%
38635,0.2%
38636,6.6%
38637,0.8%
38638,8.8%
38639,2%
38640,13%
38641,lowpercent
38642,30%
38643,36%
38644,40%
38645,10percent
38646,single-digitpercent
38647,7.7%
38648,19%
38649,40%
38650,1.4percent
38651,2.7percent
38652,0.2%
38653,1.0%
38654,1.5%
38655,0.32%
38656,0.39%
38657,18%
38658,13.6percent
38659,7.7percent
38660,7.6percent
38661,7.5percent
38662,1percent
38663,70percent
38664,20percent
38665,7.7%
38666,19%
38667,0.5%
38668,weeklypercent
38669,20percent
38670,1.4percent
38671,2.7percent
38672,6.8percent
38673,20percent
38674,1.3percent
38675,0.4percent
38676,2.5%
38677,3.0%
38678,39.8%
38679,63.0%
38680,39.8%
38681,41.1percentage point
38682,80.9%
38683,1.2%
38684,20.2%
38685,16percent
38686,16%
38687,23%
38688,19%
38689,32%
38690,11%
38691,44%
38692,62%
38693,20%
38694,11%
38695,80%
38696,0.1%
38697,0.1%
38698,0.2%
38699,1.7%
38700,0.2%
38701,80percent
38702,60percent
38703,40percent
38704,15percent
38705,50%
38706,15%
38707,10%
38708,19%
38709,37%
38710,24%
38711,90%
38712,7%
38713,Treasuriespercent
38714,7percent
38715,80%
38716,100.2%
38717,5.58%
38718,4.71%
38719,56%
38720,188%
38721,26%
38722,61%
38723,7%
38724,5%
38725,90%
38726,100%
38727,100%
38728,0.5%
38729,2.5%
38730,70%
38731,80%
38732,100%
38733,100%
38734,100%
38735,100%
38736,1%
38737,66%
38738,80percent
38739,6percent
38740,12percent
38741,54percent
38742,4%
38743,8.5%
38744,50%
38745,71%
38746,0.5%
38747,0.4%
38748,2.69%
38749,0.1%
38750,9.1%
38751,1.8%
38752,10.8%
38753,5.8%
38754,8.7%
38755,80%
38756,3.2%
38757,3.1%
38758,2.9%
38759,50%
38760,2.4%
38761,3.2%
38762,quarterlypercent
38763,2.4%
38764,3.2%
38765,2.6%
38766,3.3%
38767,2.5%
38768,2.9%
38769,1.6%
38770,1.3%
38771,1.3%
38772,1.1%
38773,7.3%
38774,3.8%
38775,10.6%
38776,6.9%
38777,0.1percentage point
38778,3.3%
38779,2.4%
38780,2.4percent
38781,4.1percent
38782,3.2percent
38783,1%
38784,1%
38785,2.67%
38786,0.9%
38787,2.5%
38788,3.2%
38789,1.5%
38790,5%
38791,4.4%
38792,6.1%
38793,0.55%
38794,0.44%
38795,5%
38796,4.5%
38797,9%
38798,12%
38799,2.5percent
38800,3.2percent
38801,4.1percent
38802,2percent
38803,2.3percent
38804,1.33percentage point
38805,1.0percentage point
38806,0.42percentage point
38807,two-tenthspercentage point
38808,3.3percent
38809,3percent
38810,1.4percent
38811,2.5%
38812,3.2%
38813,2.7%
38814,6.4percent
38815,4.5percent
38816,1.6percent
38817,12.0%
38818,6percent
38819,5percent
38820,18.2percent
38821,2percentage point
38822,52percent
38823,12percent
38824,50percent
38825,50percent
38826,43percent
38827,1percent
38828,9percent
38829,15percent
38830,40percent
38831,10percent
38832,89%
38833,lepercent
38834,dollarpercent
38835,profitpercent
38836,Wagespercent
38837,salarypercent
38838,89%
38839,95percent
38840,75percent
38841,66percent
38842,57percent
38843,50percent
38844,17percent
38845,60%
38846,25%
38847,12%
38848,2.5%
38849,1.1%
38850,1.6%
38851,3.2%
38852,6.6%
38853,4.1%
38854,6.8%
38855,0.15percentage point
38856,5%
38857,6.1%
38858,3%
38859,6.6%
38860,58%
38861,15%
38862,35%
38863,10percent
38864,5percent
38865,1percent
38866,20percent
38867,5percent
38868,1percent
38869,2percent
38870,30percent
38871,16%
38872,5%
38873,25%
38874,25%
38875,2%
38876,20%
38877,0.4%
38878,1.6%
38879,20%
38880,10%
38881,15%
38882,4.7%
38883,3.4%
38884,10%
38885,8.5%
38886,10%
38887,8.5percent
38888,7percent
38889,zeropercent
38890,fivepercentage point
38891,12.0%
38892,7.4%
38893,2.2%
38894,2.4%
38895,2.6%
38896,2.2%
38897,21.3%
38898,93%
38899,10%
38900,90%
38901,30%
38902,4.8%
38903,2.5%
38904,19%
38905,5%
38906,24.55%
38907,9.4%
38908,13%
38909,21%
38910,11%
38911,8.8%
38912,1%
38913,7.7%
38914,6.1%
38915,5.3%
38916,4.3%
38917,70percent
38918,12percent
38919,1.5percentage point
38920,2.6percentage point
38921,2percent
38922,20percent
38923,10percent
38924,8%
38925,20%
38926,8%
38927,3%
38928,14%
38929,10%
38930,90%
38931,6.6%
38932,3.9%
38933,1.1%
38934,0.4%
38935,2.61%
38936,1.5%
38937,3.4%
38938,12%
38939,2.0%
38940,8.72%
38941,4.87%
38942,2.2%
38943,30%
38944,25%
38945,5%
38946,6%
38947,46.9%
38948,23percentage point
38949,46.9%
38950,54.5percent
38951,3.3percentage point
38952,51.2percent
38953,48.2percent
38954,6.6percentage point
38955,54.8percent
38956,8.5percentage point
38957,52.5percent
38958,53.2percent
38959,1.9percentage point
38960,51.3percent
38961,54.5percent
38962,3.3percentage point
38963,51.2percent
38964,48.2percent
38965,6.6percentage point
38966,54.8percent
38967,8.5percentage point
38968,52.5percent
38969,smallpercent
38970,30%
38971,3%
38972,99.7%
38973,7%
38974,5.5%
38975,1.4%
38976,0.1%
38977,1.1%
38978,1.2%
38979,0.1%
38980,0.2%
38981,0.2%
38982,1.6%
38983,0.3%
38984,0.2%
38985,4.1%
38986,0.4%
38987,0.1%
38988,0.4%
38989,0.1%
38990,3.5%
38991,11.3%
38992,0.09%
38993,0.19%
38994,0.3%
38995,0.2%
38996,2%
38997,4.3%
38998,1%
38999,10%
39000,3%
39001,2%
39002,50%
39003,10%
39004,4%
39005,1%
39006,1%
39007,1.2%
39008,4%
39009,2.6%
39010,2.47%
39011,2.5%
39012,2%
39013,Ninetypercent
39014,5.5%
39015,7%
39016,10%
39017,3%
39018,11%
39019,0.2%
39020,0.1%
39021,0.2percent
39022,0.1percent
39023,0.5%
39024,16%
39025,1.27%
39026,0.77%
39027,19.7%
39028,18.2%
39029,11%
39030,5.5%
39031,7%
39032,12%
39033,1.27%
39034,0.77%
39035,1%
39036,2%
39037,1.1%
39038,0.6%
39039,1.5%
39040,8.98%
39041,7.6%
39042,30percent
39043,7.5%
39044,3.5%
39045,8%
39046,7.1%
39047,7%
39048,29.9%
39049,30%
39050,25%
39051,26%
39052,30%
39053,27%
39054,20%
39055,26%
39056,1.6%
39057,20%
39058,60%
39059,40%
39060,debtpercent
39061,marketpercent
39062,12%
39063,9%
39064,1.5percentage point
